Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-09-09,79.66042134860015,79.66042134860015,78.60346308855178,78.74335479736328,26500,0.0,0.0,0.0
2010-09-10,79.02315191325808,79.16304364631912,78.72782755651788,79.10086822509766,8600,0.0,0.0,0.0
2010-09-13,80.01791816489767,80.15780986863976,79.66041846186191,80.09563446044922,33750,0.0,0.0,0.0
2010-09-14,79.92464724909453,80.42204453668182,79.56714758096359,80.08008575439453,59400,0.0,0.0,0.0
2010-09-15,79.75370912211062,80.34435791581876,79.58272965521472,80.28218841552734,9250,0.0,0.0,0.0
2010-09-16,80.06455712529528,80.29771197151845,79.81586138969844,80.25108337402344,59550,0.0,0.0,0.0
2010-09-17,80.73293238475935,80.73293238475935,80.06456144750386,80.32880401611328,49350,0.0,0.0,0.0
2010-09-20,80.62413814043889,81.63446807861328,80.40653007483212,81.63446807861328,19000,0.0,0.0,0.0
2010-09-21,81.61889105894082,81.9453089659546,81.04378339413933,81.3857421875,19250,0.0,0.0,0.0
2010-09-22,81.26142682094071,81.63447347907024,80.79512294531041,80.9505615234375,18100,0.0,0.0,0.0
2010-09-23,80.29772930825636,81.09044528369378,80.14229666346482,80.28218841552734,33350,0.0,0.0,0.0
2010-09-24,81.21829536403617,81.9684347459922,81.15578225847871,81.92154693603516,24100,0.558,0.0,0.0
2010-09-27,82.03097520933566,82.03097520933566,81.53087615966797,81.53087615966797,15000,0.0,0.0,0.0
2010-09-28,81.51524281427983,82.06221771240234,80.81198511556569,82.06221771240234,49850,0.0,0.0,0.0
2010-09-29,81.71838133624327,81.98405306990375,81.43707834673373,81.67149353027344,15900,0.0,0.0,0.0
2010-09-30,82.20284797937349,82.57792064215137,81.23391871276577,81.54647827148438,44750,0.0,0.0,0.0
2010-10-01,82.10906937406209,82.17158246676914,81.390186692661,81.82776641845703,17100,0.0,0.0,0.0
2010-10-04,82.24970008038137,82.24970008038137,80.87444219601961,81.1401138305664,88700,0.0,0.0,0.0
2010-10-05,82.06217473358018,82.98422190863506,81.90589797641542,82.92171478271484,19850,0.0,0.0,0.0
2010-10-06,82.92171836668913,83.04673858550923,82.53102049531464,82.78106689453125,276900,0.0,0.0,0.0
2010-10-07,83.2186748242872,83.2186748242872,82.29662729669113,82.73420715332031,49900,0.0,0.0,0.0
2010-10-08,82.84356706818575,83.40617290958478,82.56227010906214,83.35929107666016,61550,0.0,0.0,0.0
2010-10-11,83.39057413414514,83.48433782980764,83.04675801917517,83.21866607666016,14200,0.0,0.0,0.0
2010-10-12,83.12488020610745,83.7968810479796,82.62478738819004,83.70311737060547,42050,0.0,0.0,0.0
2010-10-13,84.0625650644659,84.60953976241157,83.79688738148008,84.20321655273438,74450,0.0,0.0,0.0
2010-10-14,84.15633488776098,84.25010454063907,83.4530833566966,83.89066314697266,19100,0.0,0.0,0.0
2010-10-15,84.42199334078047,84.45324988461293,83.39055124061416,84.04692077636719,54950,0.0,0.0,0.0
2010-10-18,84.09379514408121,84.73453928638655,83.95314370008369,84.6563949584961,22850,0.0,0.0,0.0
2010-10-19,83.71873923900883,84.14069365466497,82.84357386265795,83.31241607666016,38550,0.0,0.0,0.0
2010-10-20,83.56247220875069,84.51577607795066,83.56247220875069,84.20321655273438,22800,0.0,0.0,0.0
2010-10-21,84.59391713226856,84.98461506069562,83.84377782507788,84.32823944091797,29400,0.0,0.0,0.0
2010-10-22,84.51578492209893,84.5470355124714,84.34387686716181,84.53141021728516,24850,0.0,0.0,0.0
2010-10-25,85.18779457451976,85.39095921634829,84.75021469511557,84.7814712524414,29600,0.0,0.0,0.0
2010-10-26,84.32822245987384,84.82831523063139,84.29696591650449,84.76580810546875,15000,0.0,0.0,0.0
2010-10-27,84.18757023042998,84.56264278587764,83.78124709347304,84.50012969970703,17150,0.0,0.0,0.0
2010-10-28,84.98462236101679,85.03150420875053,84.20322643703945,84.56266784667969,19250,0.0,0.0,0.0
2010-10-29,84.46887749383399,84.71892388977952,84.39073911289658,84.62516021728516,13400,0.0,0.0,0.0
2010-11-01,85.10961488446647,85.50031271918573,84.2031990079372,84.67203521728516,51550,0.0,0.0,0.0
2010-11-02,85.34404617073177,85.50032293866822,85.06274321918491,85.32841491699219,26100,0.0,0.0,0.0
2010-11-03,85.50034976486401,85.6878890991211,84.64081534837685,85.6878890991211,31850,0.0,0.0,0.0
2010-11-04,86.65681716711491,87.3600747559799,86.53179094617076,87.29756164550781,49000,0.0,0.0,0.0
2010-11-05,87.43819284084955,87.75075235898633,87.26628480779547,87.641357421875,48300,0.0,0.0,0.0
2010-11-08,87.42254935309857,87.57883207108691,87.12562113128492,87.53194427490234,43400,0.0,0.0,0.0
2010-11-09,87.65695908929524,87.75072870793606,86.57863530201479,86.84430694580078,35700,0.0,0.0,0.0
2010-11-10,86.85995470801247,87.20376478523474,86.20357917590361,87.1725082397461,28200,0.0,0.0,0.0
2010-11-11,86.48490444907942,86.95374082928252,86.28173983174615,86.89122772216797,24000,0.0,0.0,0.0
2010-11-12,86.26610777722219,86.62554917260333,85.46908062789996,85.81289672851562,39450,0.0,0.0,0.0
2010-11-15,86.18795216914117,86.35985422354389,85.67222812120394,85.7347412109375,202750,0.0,0.0,0.0
2010-11-16,85.1877670771712,85.1877670771712,83.9844227972314,84.35948944091797,32850,0.0,0.0,0.0
2010-11-17,84.4376147313243,84.75017419363404,84.21882489618027,84.42198944091797,42450,0.0,0.0,0.0
2010-11-18,85.23464625824501,85.89101579910016,85.23464625824501,85.67222595214844,26100,0.0,0.0,0.0
2010-11-19,85.56282202344453,85.90663801051232,85.20338074677163,85.87538146972656,20250,0.0,0.0,0.0
2010-11-22,85.50033747275373,85.79727172851562,84.84396778195338,85.79727172851562,25350,0.0,0.0,0.0
2010-11-23,84.82833302876924,84.89084612862405,84.3282401530854,84.59391784667969,142400,0.0,0.0,0.0
2010-11-24,85.12528301950668,85.78165280467121,85.12528301950668,85.6878890991211,30100,0.0,0.0,0.0
2010-11-26,85.14088656275642,85.48470262613637,85.03149162651316,85.20339965820312,32650,0.0,0.0,0.0
2010-11-29,84.67204082097298,85.2971597825252,84.12506620079698,85.12525177001953,46000,0.0,0.0,0.0
2010-11-30,84.35950216234805,85.06275967728274,84.25010721131129,84.53141021728516,91950,0.0,0.0,0.0
2010-12-01,85.89106082134064,86.53180540681069,85.85980426088122,86.43804168701172,33350,0.0,0.0,0.0
2010-12-02,86.53177487813797,87.59447371251797,86.53177487813797,87.56321716308594,60650,0.0,0.0,0.0
2010-12-03,87.25068461460442,87.87579786913167,87.2350533553335,87.78202819824219,184100,0.0,0.0,0.0
2010-12-06,87.64136446236466,87.8445230981335,87.51633826043545,87.67261505126953,64150,0.0,0.0,0.0
